Lap,Metric,Task,Value,Unit
All,100th percentile latency,term,11488.298828015104,ms
All,50th percentile service time,term,11.377057991921902,ms
All,90th percentile service time,term,15.011129304184578,ms
All,99th percentile service time,term,34.24049548106268,ms
All,99.9th percentile service time,term,43.01898089400503,ms
All,100th percentile service time,term,44.18669099686667,ms
All,error rate,term,0.00,%
All,Min Throughput,phrase,67.95,ops/s
All,Median Throughput,phrase,68.90,ops/s
All,Max Throughput,phrase,69.49,ops/s
All,50th percentile latency,phrase,9572.439830502844,ms
All,90th percentile latency,phrase,13633.305043703876,ms
All,99th percentile latency,phrase,14491.001385268755,ms
All,99.9th percentile latency,phrase,14565.799422960556,ms
All,100th percentile latency,phrase,14577.94421800645,ms
All,50th percentile service time,phrase,13.52126698475331,ms
All,90th percentile service time,phrase,18.259741496876813,ms
All,99th percentile service time,phrase,38.438434170966495,ms
All,99.9th percentile service time,phrase,73.94769200377097,ms
All,100th percentile service time,phrase,79.11552599398419,ms
All,error rate,phrase,0.00,%
All,Min Throughput,country_agg_uncached,1.68,ops/s
All,Median Throughput,country_agg_uncached,1.70,ops/s
All,Max Throughput,country_agg_uncached,1.72,ops/s
All,50th percentile latency,country_agg_uncached,97144.82321651303,ms
All,90th percentile latency,country_agg_uncached,110883.53565172583,ms
All,99th percentile latency,country_agg_uncached,114114.22343628888,ms
All,100th percentile latency,country_agg_uncached,114451.64447100251,ms
All,50th percentile service time,country_agg_uncached,547.5517570157535,ms
All,90th percentile service time,country_agg_uncached,597.3144915187731,ms
All,99th percentile service time,country_agg_uncached,700.3263666736893,ms
All,100th percentile service time,country_agg_uncached,700.6355109915603,ms
All,error rate,country_agg_uncached,0.00,%
All,Min Throughput,country_agg_cached,70.58,ops/s
All,Median Throughput,country_agg_cached,74.30,ops/s
All,Max Throughput,country_agg_cached,76.26,ops/s
All,50th percentile latency,country_agg_cached,3454.1412990074605,ms
All,90th percentile latency,country_agg_cached,4451.290822890587,ms
All,99th percentile latency,country_agg_cached,4621.778703448945,ms
All,99.9th percentile latency,country_agg_cached,4627.333685957361,ms
All,100th percentile latency,country_agg_cached,4628.016969014425,ms
All,50th percentile service time,country_agg_cached,11.31988049019128,ms
All,90th percentile service time,country_agg_cached,14.841483093914576,ms
All,99th percentile service time,country_agg_cached,33.229676744667806,ms
All,99.9th percentile service time,country_agg_cached,40.89971270752944,ms
All,100th percentile service time,country_agg_cached,65.55871397722512,ms
All,error rate,country_agg_cached,0.00,%
All,Min Throughput,scroll,18.05,pages/s
All,Median Throughput,scroll,18.06,pages/s
All,Max Throughput,scroll,18.11,pages/s
All,50th percentile latency,scroll,97476.11997999775,ms
All,90th percentile latency,scroll,111567.61527160706,ms
All,99th percentile latency,scroll,114710.78342201479,ms
All,100th percentile latency,scroll,115054.44677799824,ms
All,50th percentile service time,scroll,1369.706463010516,ms
All,90th percentile service time,scroll,1452.1832009981154,ms
All,99th percentile service time,scroll,1534.3350348880633,ms
All,100th percentile service time,scroll,1560.2252089884132,ms
All,error rate,scroll,0.00,%
All,Min Throughput,expression,1.29,ops/s
All,Median Throughput,expression,1.30,ops/s
All,Max Throughput,expression,1.32,ops/s
All,50th percentile latency,expression,67618.15785901854,ms
All,90th percentile latency,expression,75952.22582370625,ms
All,99th percentile latency,expression,78006.67948738526,ms
All,100th percentile latency,expression,78238.77621500287,ms
All,50th percentile service time,expression,730.6247240048833,ms
All,90th percentile service time,expression,758.9380098943366,ms
All,99th percentile service time,expression,809.5867934255513,ms
All,100th percentile service time,expression,830.0774579984136,ms
All,error rate,expression,0.00,%
All,Min Throughput,painless_static,0.74,ops/s
All,Median Throughput,painless_static,0.74,ops/s
All,Max Throughput,painless_static,0.74,ops/s
All,50th percentile latency,painless_static,170730.86269666965,ms
All,90th percentile latency,painless_static,197828.00520836026,ms
All,99th percentile latency,painless_static,203412.50194243243,ms
All,100th percentile latency,painless_static,204187.3182246345,ms
All,50th percentile service time,painless_static,1313.8453635037877,ms
All,90th percentile service time,painless_static,1486.622631191858,ms
All,99th percentile service time,painless_static,1585.3062813691215,ms
All,100th percentile service time,painless_static,1633.2920129934791,ms
All,error rate,painless_static,0.00,%
All,Min Throughput,painless_dynamic,0.67,ops/s
All,Median Throughput,painless_dynamic,0.68,ops/s
All,Max Throughput,painless_dynamic,0.68,ops/s
All,50th percentile latency,painless_dynamic,204150.33088166092,ms
All,90th percentile latency,painless_dynamic,234775.67277337366,ms
All,99th percentile latency,painless_dynamic,241487.78772821417,ms
All,100th percentile latency,painless_dynamic,242223.98082065047,ms
All,50th percentile service time,painless_dynamic,1411.5245919965673,ms
All,90th percentile service time,painless_dynamic,1555.1239090040326,ms
All,99th percentile service time,painless_dynamic,1742.5816801562905,ms
All,100th percentile service time,painless_dynamic,1750.0597609905526,ms
All,error rate,painless_dynamic,0.00,%
All,error rate,large_terms,0.00,%
All,Min Throughput,large_filtered_terms,0.79,ops/s
All,Median Throughput,large_filtered_terms,0.79,ops/s
All,Max Throughput,large_filtered_terms,0.80,ops/s
All,50th percentile latency,large_filtered_terms,190773.42243099702,ms
All,90th percentile latency,large_filtered_terms,218151.06079369143,ms
All,99th percentile latency,large_filtered_terms,224501.40579258412,ms
All,100th percentile latency,large_filtered_terms,225193.933025992,ms
All,50th percentile service time,large_filtered_terms,1221.6105239785975,ms
All,90th percentile service time,large_filtered_terms,1324.2428298981395,ms
All,99th percentile service time,large_filtered_terms,1409.8712594641258,ms
All,100th percentile service time,large_filtered_terms,1471.4730659907218,ms
All,error rate,large_filtered_terms,0.00,%
All,Min Throughput,large_prohibited_terms,0.81,ops/s
All,Median Throughput,large_prohibited_terms,0.82,ops/s
All,Max Throughput,large_prohibited_terms,0.82,ops/s
All,50th percentile latency,large_prohibited_terms,181609.74608751712,ms
All,90th percentile latency,large_prohibited_terms,208572.2558366193,ms
All,99th percentile latency,large_prohibited_terms,214461.79927324585,ms
All,100th percentile latency,large_prohibited_terms,215117.77309700847,ms
All,50th percentile service time,large_prohibited_terms,1194.5226319949143,ms
All,90th percentile service time,large_prohibited_terms,1267.3318809072953,ms
All,99th percentile service time,large_prohibited_terms,1364.3997443717674,ms
All,100th percentile service time,large_prohibited_terms,1387.7862550143618,ms
All,error rate,large_prohibited_terms,0.00,%
